,formula,file_dir,error_str,folder_ind,chgnet_ehull,corrected_chgnet_ehull
307,Cr9 Bi3 Te6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/842/min_e_strc.cif,no_error,842,0.4846354524294547,0.4846354524294547
308,Li8 Ho2 Pb24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/225/min_e_strc.cif,no_error,225,0.11286311991074482,0.11286311991074482
309,Al1 Ni1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/507/min_e_strc.cif,No valid decomposition found for PDEntry : Al1 Ni1 with energy = -10.8209! (e_h: -0.004681110382080078),507,0.0,-0.004681110382080078
310,Ni33 B6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/321/min_e_strc.cif,no_error,321,0.4004794389773636,0.4004794389773636
311,In9 Ag3 Se12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/68/min_e_strc.cif,no_error,68,0.03449585040409886,0.03449585040409886
312,Li12 In9 P6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/70/min_e_strc.cif,no_error,70,0.09738241301642514,0.09738241301642514
313,Zn9 Sn3 P6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/300/min_e_strc.cif,no_error,300,0.30860614776611284,0.30860614776611284
314,Cr8 Bi6 O20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/971/min_e_strc.cif,no_error,971,0.371174896464626,0.371174896464626
315,Li4 Ta4 Ag2 F24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/16/min_e_strc.cif,no_error,16,0.11820650100708008,0.11820650100708008
316,Dy4 Tl4 Zn8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/931/min_e_strc.cif,no_error,931,0.06725017229716013,0.06725017229716013
317,Yb4 Rh4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/333/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb4 Rh4 O8 with energy = -109.2733,333,0.0,0.0
318,Ho10 Ge8 Rh4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/443/min_e_strc.cif,no_error,443,0.10037722154097128,0.10037722154097128
319,Zr4 Pd4 S4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/200/min_e_strc.cif,no_error,200,0.2962459500630681,0.2962459500630681
320,Zr8 Br4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/510/min_e_strc.cif,no_error,510,0.5734313329060878,0.5734313329060878
321,Na2 H4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/425/min_e_strc.cif,no_error,425,0.078498227255686,0.078498227255686
322,Mn4 Fe4 N4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/514/min_e_strc.cif,no_error,514,0.13569617271423517,0.13569617271423517
323,Ca2 Sm16 O24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/909/min_e_strc.cif,no_error,909,0.18895492856464458,0.18895492856464458
324,Mg4 Sc4 P4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/795/min_e_strc.cif,no_error,795,0.1315516233444214,0.1315516233444214
325,Li4 Gd4 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/128/min_e_strc.cif,no_error,128,0.13930959171718982,0.13930959171718982
326,Ga1 Fe3 N1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/313/min_e_strc.cif,No valid decomposition found for PDEntry : Ga1 Fe3 N1 with energy = -37.8576! (e_h: -0.005523204803466797),313,0.0,-0.005523204803466797
327,Sm1 Te6 I2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/109/min_e_strc.cif,no_error,109,0.06307269908763757,0.06307269908763757
328,Ca4 Zn10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/4/min_e_strc.cif,no_error,4,0.19619587489536827,0.19619587489536827
329,Ho2 Er2 S10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/588/min_e_strc.cif,no_error,588,0.30622690064566616,0.30622690064566616
330,Mn6 O8 F4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/621/min_e_strc.cif,no_error,621,0.030962371826160684,0.030962371826160684
331,Pr2 Cu2 Sn2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/205/min_e_strc.cif,No valid decomposition found for PDEntry : Pr2 Cu2 Sn2 with energy = -29.2497! (e_h: -0.0037975311279296875),205,0.0,-0.0037975311279296875
332,Sr4 Y6 O14,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/938/min_e_strc.cif,no_error,938,0.21064668893814442,0.21064668893814442
333,La4 H6 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/254/min_e_strc.cif,no_error,254,0.11220802201165547,0.11220802201165547
334,Cu3 Au1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/64/min_e_strc.cif,No valid decomposition found for PDEntry : Cu3 Au1 with energy = -15.6337! (e_h: -0.006497621536255771),64,0.0,-0.006497621536255771
335,V20 Zn2 P12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/895/min_e_strc.cif,no_error,895,0.33512105661280067,0.33512105661280067
336,Er4 H8 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/147/min_e_strc.cif,no_error,147,0.19536372025807935,0.19536372025807935
337,Rb2 O2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/826/min_e_strc.cif,no_error,826,0.25167012214660645,0.25167012214660645
338,La10 Bi6 S2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/819/min_e_strc.cif,No valid decomposition found for PDEntry : La10 Bi6 S2 with energy = -103.6308! (e_h: -0.0009551578097832802),819,0.0,-0.0009551578097832802
339,K4 Se4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/716/min_e_strc.cif,No valid decomposition found for PDEntry : K4 Se4 with energy = -27.7170! (e_h: -0.004010200500488281),716,0.0,-0.004010200500488281
340,Nb1 S1 F2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/228/min_e_strc.cif,no_error,228,0.34323911666871787,0.34323911666871787
341,Th4 Tl4 In8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/731/min_e_strc.cif,no_error,731,0.0801568031311044,0.0801568031311044
342,Lu2 V4 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/480/min_e_strc.cif,no_error,480,0.11466058095298592,0.11466058095298592
343,La2 Co1 Ni4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/858/min_e_strc.cif,no_error,858,1.4610947147830506,1.4610947147830506
344,Yb1 In2 Ni2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/901/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb1 In2 Ni2 with energy = -20.1432,901,0.0,0.0
345,Ti4 Al4 Co4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/88/min_e_strc.cif,no_error,88,0.664949735005699,0.664949735005699
346,Cs16 Ti16 S32,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/633/min_e_strc.cif,no_error,633,0.02705860137939453,0.02705860137939453
347,Gd2 Al16 Cu8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/271/min_e_strc.cif,No valid decomposition found for PDEntry : Gd2 Al16 Cu8 with energy = -129.4295! (e_h: -0.0034494400024414062),271,0.0,-0.0034494400024414062
348,Mn6 Al22 Co6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/384/min_e_strc.cif,no_error,384,0.06691417974584013,0.06691417974584013
349,Hf4 Sc4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/497/min_e_strc.cif,no_error,497,0.02396702766418457,0.02396702766418457
350,Ta2 W1 Se5,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/559/min_e_strc.cif,no_error,559,0.1536757946014422,0.1536757946014422
351,Pa2 Br6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/65/min_e_strc.cif,no_error,65,0.02614501118659973,0.02614501118659973
352,Zr1 Sn2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/672/min_e_strc.cif,no_error,672,0.5959758758544922,0.5959758758544922
353,Tb6 Sm2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/444/min_e_strc.cif,no_error,444,0.0021131038665771484,0.0021131038665771484
354,Li4 V4 F16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/527/min_e_strc.cif,no_error,527,0.057845115661621094,0.057845115661621094
355,Sr1 Ca1 Eu3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/100/min_e_strc.cif,no_error,100,0.4851819515228275,0.4851819515228275
356,Tb8 Pd4 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/542/min_e_strc.cif,no_error,542,0.00581049919128418,0.00581049919128418
357,Pa4 Ga4 Tc8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/871/min_e_strc.cif,No valid decomposition found for PDEntry : Pa4 Ga4 Tc8 with energy = -137.4021! (e_h: -0.006087303161621094),871,0.0,-0.006087303161621094
358,Cu4 Hg4 O8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/609/min_e_strc.cif,no_error,609,0.013003349304199219,0.013003349304199219
359,Al8 Cu2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/615/min_e_strc.cif,no_error,615,0.2748939514160158,0.2748939514160158
360,K2 Pu2 Br8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/383/min_e_strc.cif,No valid decomposition found for PDEntry : K2 Pu2 Br8 with energy = -67.8698! (e_h: -0.018667777379354433),383,0.0,-0.018667777379354433
361,Li4 Lu8 In4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/683/min_e_strc.cif,No valid decomposition found for PDEntry : Li4 Lu8 In4 with energy = -58.8988! (e_h: -2.9087066650390625e-05),683,0.0,-2.9087066650390625
362,Ca8 Mn16 S32,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/704/min_e_strc.cif,no_error,704,0.10834598541259943,0.10834598541259943
363,Ca6 Ti4 F24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/255/min_e_strc.cif,no_error,255,0.14689563302432784,0.14689563302432784
364,La2 Tb6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/792/min_e_strc.cif,no_error,792,0.0010104179382324219,0.0010104179382324219
365,Ba4 Co4 F12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/320/min_e_strc.cif,no_error,320,0.3768301486969019,0.3768301486969019
366,Li2 V4 F12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/985/min_e_strc.cif,no_error,985,0.01666259765625,0.01666259765625
367,Ba2 Au3 Se4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/237/min_e_strc.cif,No valid decomposition found for PDEntry : Ba2 Au3 Se4 with energy = -38.2031! (e_h: -0.04338553216722296),237,0.0,-0.04338553216722296
368,Nd4 Cu2 Ge8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/76/min_e_strc.cif,no_error,76,0.11555587852394034,0.11555587852394034
369,K6 Tl2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/151/min_e_strc.cif,no_error,151,0.20664296405656035,0.20664296405656035
370,Ca4 Bi4 Pb8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/243/min_e_strc.cif,no_error,243,0.08837835490703494,0.08837835490703494
371,Cr4 Pb2 Se12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/812/min_e_strc.cif,no_error,812,0.0563009579976379,0.0563009579976379
372,Pr3 Tm1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/903/min_e_strc.cif,no_error,903,0.004836440086364746,0.004836440086364746
373,Tb2 Pm6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/948/min_e_strc.cif,No valid decomposition found for PDEntry : Tb2 Pm6 with energy = -37.5790! (e_h: -0.00048482418060302734),948,0.0,-0.00048482418060302734
374,Na4 Cu16 S8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/776/min_e_strc.cif,no_error,776,0.07018831798008307,0.07018831798008307
375,Er16 Zn16 O48,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/688/min_e_strc.cif,no_error,688,0.4531152725219716,0.4531152725219716
376,Rb8 Er4 F24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/435/min_e_strc.cif,no_error,435,0.009621606932747717,0.009621606932747717
377,Sr4 Ca4 B8 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/49/min_e_strc.cif,no_error,49,0.43605382641158563,0.43605382641158563
378,Sc8 Ta4 O18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/89/min_e_strc.cif,no_error,89,0.24957041422526594,0.24957041422526594
379,Mg1 Ti5 O10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/818/min_e_strc.cif,no_error,818,0.05328178405761541,0.05328178405761541
380,Ho8 Tc4 Au4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/143/min_e_strc.cif,no_error,143,0.13475263118743896,0.13475263118743896
381,Li4 Yb4 Hg8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/476/min_e_strc.cif,Unable to get decomposition for PDEntry : Li4 Yb4 Hg8 with energy = -24.3091,476,0.0,0.0
382,Cu2 Ag6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/356/min_e_strc.cif,no_error,356,0.03338587284088135,0.03338587284088135
383,Sr4 Mg8 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/343/min_e_strc.cif,no_error,343,0.2105024456977862,0.2105024456977862
384,Mn6 O6 F4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/698/min_e_strc.cif,no_error,698,0.13527452945709229,0.13527452945709229
385,Nb4 Si4 Te12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/624/min_e_strc.cif,No valid decomposition found for PDEntry : Nb4 Si4 Te12 with energy = -111.4433! (e_h: -0.024102783203124645),624,0.0,-0.024102783203124645
386,Rb2 Nb2 P4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/266/min_e_strc.cif,no_error,266,1.4687679708003998,1.4687679708003998
387,Ni8 As8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/802/min_e_strc.cif,no_error,802,0.02258777618408203,0.02258777618408203
388,Na4 Sr4 O12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/509/min_e_strc.cif,no_error,509,0.08464164733886737,0.08464164733886737
389,Hf4 Mn4 Pd24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/644/min_e_strc.cif,No valid decomposition found for PDEntry : Hf4 Mn4 Pd24 with energy = -217.7948! (e_h: -0.017916858196258545),644,0.0,-0.017916858196258545
390,Na2 Mg2 Sn4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/69/min_e_strc.cif,no_error,69,0.07225003507402228,0.07225003507402228
391,Fe4 Sn2 S4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/188/min_e_strc.cif,No valid decomposition found for PDEntry : Fe4 Sn2 S4 with energy = -63.5211! (e_h: -0.0025231043497715433),188,0.0,-0.0025231043497715433
392,U2 Ge2 P2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/750/min_e_strc.cif,no_error,750,0.18064431349436294,0.18064431349436294
393,Nd3 Mg3 Pd3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/940/min_e_strc.cif,No valid decomposition found for PDEntry : Nd3 Mg3 Pd3 with energy = -40.5560! (e_h: -0.0021491050720214844),940,0.0,-0.0021491050720214844
394,Li4 Nd4 Ag8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/277/min_e_strc.cif,no_error,277,0.028806135058403903,0.028806135058403903
395,Li10 Mn6 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/292/min_e_strc.cif,no_error,292,0.1454114913940181,0.1454114913940181
396,Sc1 Cu1 P1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/585/min_e_strc.cif,no_error,585,0.6698657671610526,0.6698657671610526
397,Yb3 Al8 Ge5,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/85/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb3 Al8 Ge5 with energy = -60.8917,85,0.0,0.0
398,Mn6 O2 F11,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/174/min_e_strc.cif,no_error,174,0.04719788777200762,0.04719788777200762
399,Re2 H7 O10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/263/min_e_strc.cif,no_error,263,0.2914470120479953,0.2914470120479953
400,Mg2 Zn2 As4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/920/min_e_strc.cif,no_error,920,0.28447274367014597,0.28447274367014597
401,Ce6 Si14 Ni4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/165/min_e_strc.cif,no_error,165,0.2595823407173157,0.2595823407173157
402,Yb6 As12 Pd12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/48/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb6 As12 Pd12 with energy = -149.4268,48,0.0,0.0
403,Ti1 In1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/929/min_e_strc.cif,no_error,929,0.6624007225036621,0.6624007225036621
404,Nd1 Cu1 Si1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/854/min_e_strc.cif,no_error,854,0.0042514801025390625,0.0042514801025390625
405,Tm1 Pd3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/944/min_e_strc.cif,No valid decomposition found for PDEntry : Tm1 Pd3 with energy = -23.5172! (e_h: -0.006793498992919922),944,0.0,-0.006793498992919922
406,Sc4 Sb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/700/min_e_strc.cif,No valid decomposition found for PDEntry : Sc4 Sb4 with energy = -49.8750! (e_h: -0.0009717941284179688),700,0.0,-0.0009717941284179688
407,Li2 Cu4 Te6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/714/min_e_strc.cif,no_error,714,0.17283505201339722,0.17283505201339722
408,Sr2 Cd3 Sb5,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/834/min_e_strc.cif,no_error,834,0.11258870363235474,0.11258870363235474
409,Tb3 Ag3 S3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/556/min_e_strc.cif,no_error,556,0.5082290967305516,0.5082290967305516
410,Y6 Sn10,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/734/min_e_strc.cif,No valid decomposition found for PDEntry : Y6 Sn10 with energy = -88.8997! (e_h: -0.0014138221740722656),734,0.0,-0.0014138221740722656
411,Mg17 Ag3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/607/min_e_strc.cif,no_error,607,0.13900639479224752,0.13900639479224752
412,Li4 Fe4 F8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/324/min_e_strc.cif,no_error,324,0.4176121950149536,0.4176121950149536
413,Fe4 Sb4 Pt4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/232/min_e_strc.cif,no_error,232,0.3188050587972011,0.3188050587972011
414,Rb2 Lu2 F4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/190/min_e_strc.cif,no_error,190,0.9606603860855101,0.9606603860855101
415,Cu4 As4 Pb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/260/min_e_strc.cif,No valid decomposition found for PDEntry : Cu4 As4 Pb4 with energy = -49.9805! (e_h: -0.05159301227993485),260,0.0,-0.05159301227993485
416,Tb4 Sm4 Cl24,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/42/min_e_strc.cif,No valid decomposition found for PDEntry : Tb4 Sm4 Cl24 with energy = -168.6490! (e_h: -0.01395416259765625),42,0.0,-0.01395416259765625
417,Ca3 Tm9 N12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/119/min_e_strc.cif,no_error,119,0.08993507921695709,0.08993507921695709
418,Yb8 Dy16 Pd28,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/664/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb8 Dy16 Pd28 with energy = -261.5245,664,0.0,0.0
419,Ca4 Nb10 S20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/725/min_e_strc.cif,no_error,725,0.18723243825576574,0.18723243825576574
420,Tm3 In4 Rh2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/120/min_e_strc.cif,No valid decomposition found for PDEntry : Tm3 In4 Rh2 with energy = -44.8789! (e_h: -0.002705637613932055),120,0.0,-0.002705637613932055
421,Ho8 Mn4 Ge20,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/990/min_e_strc.cif,no_error,990,0.02708247303962974,0.02708247303962974
422,Li4 Pa4 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/297/min_e_strc.cif,no_error,297,0.08209276199340643,0.08209276199340643
423,Ti4 Cr6 Se16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/161/min_e_strc.cif,no_error,161,0.14078219120319257,0.14078219120319257
424,Li6 As12 O18,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/264/min_e_strc.cif,no_error,264,0.0876582286975971,0.0876582286975971
425,Cr10 Fe6 B8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/288/min_e_strc.cif,no_error,288,0.6321649212307392,0.6321649212307392
426,Zr3 Mn3 Ge5 Rh1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/337/min_e_strc.cif,no_error,337,0.5646737813949603,0.5646737813949603
427,Li4 Pr8 Mg8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/201/min_e_strc.cif,no_error,201,0.010792160034179599,0.010792160034179599
428,Zr2 U2 Si8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/422/min_e_strc.cif,no_error,422,1.3138338724772112,1.3138338724772112
429,Nd2 Si4 Rh4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/885/min_e_strc.cif,No valid decomposition found for PDEntry : Nd2 Si4 Rh4 with energy = -71.3183! (e_h: -0.0038537979125976562),885,0.0,-0.0038537979125976562
430,Pu4 In2 Pd4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/839/min_e_strc.cif,no_error,839,0.3099713325500506,0.3099713325500506
431,Li8 P8 I4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/949/min_e_strc.cif,no_error,949,0.029616451263428267,0.029616451263428267
432,V6 O9 F5,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/171/min_e_strc.cif,no_error,171,0.0872539520263178,0.0872539520263178
433,Sc2 B2 Ru2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/784/min_e_strc.cif,no_error,784,1.2886627038319922,1.2886627038319922
434,Hf20 Ga8 Sb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/600/min_e_strc.cif,no_error,600,0.11169799168904149,0.11169799168904149
435,Ni9 Pb3 Se6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/283/min_e_strc.cif,no_error,283,0.18874760468800833,0.18874760468800833
436,Rb1 Li1 P1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/887/min_e_strc.cif,no_error,887,0.5648974445131087,0.5648974445131087
437,Y2 W2 N4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/822/min_e_strc.cif,no_error,822,1.5935051441192627,1.5935051441192627
438,Sc4 Mn4 Si4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/98/min_e_strc.cif,No valid decomposition found for PDEntry : Sc4 Mn4 Si4 with energy = -90.9438! (e_h: -0.022791385650635654),98,0.0,-0.022791385650635654
439,La8 Mg4 In4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/845/min_e_strc.cif,no_error,845,0.003445953130722046,0.003445953130722046
440,Gd2 O3,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/815/min_e_strc.cif,no_error,815,0.030473709106445312,0.030473709106445312
441,Ti1 Cr5 Fe6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/875/min_e_strc.cif,no_error,875,0.005339543024698301,0.005339543024698301
442,Sm8 Tl4 Cd4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/550/min_e_strc.cif,No valid decomposition found for PDEntry : Sm8 Tl4 Cd4 with energy = -56.7214! (e_h: -0.0006618499755863816),550,0.0,-0.0006618499755863816
443,Th2 U2 Te2 N4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/296/min_e_strc.cif,no_error,296,0.21940326690673828,0.21940326690673828
444,Y4 Pt8 Pb4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/836/min_e_strc.cif,no_error,836,0.06715387105941772,0.06715387105941772
445,Cu8 I6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/52/min_e_strc.cif,no_error,52,0.06456000464303191,0.06456000464303191
446,Tb2 Ho2 Cu8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/20/min_e_strc.cif,no_error,20,0.5661211013793945,0.5661211013793945
447,Pm3 Sm1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/805/min_e_strc.cif,no_error,805,0.0007022619247436523,0.0007022619247436523
448,Cs4 Sb8 S12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/645/min_e_strc.cif,no_error,645,0.020920647515183965,0.020920647515183965
449,Lu2 Zr2 O2 F14,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/535/min_e_strc.cif,no_error,535,0.09370012283324058,0.09370012283324058
450,Mg3 Cu1 Ag2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/385/min_e_strc.cif,no_error,385,0.36417893568674664,0.36417893568674664
451,Ho8 Au4 O16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/884/min_e_strc.cif,No valid decomposition found for PDEntry : Ho8 Au4 O16 with energy = -212.3725! (e_h: -0.013763802392143809),884,0.0,-0.013763802392143809
452,Tb2 Cl6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/844/min_e_strc.cif,no_error,844,0.02536153793334961,0.02536153793334961
453,Cu8 Sn4 P16,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/578/min_e_strc.cif,no_error,578,0.061142206192014825,0.061142206192014825
454,Zn4 Cl4 O4,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/130/min_e_strc.cif,no_error,130,0.24273654392787503,0.24273654392787503
455,Pr4 O8 F8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/933/min_e_strc.cif,no_error,933,0.4476926803588883,0.4476926803588883
456,Ti2 Be6,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/927/min_e_strc.cif,no_error,927,0.19353818893432617,0.19353818893432617
457,La4 Pr4 Tl8,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/448/min_e_strc.cif,no_error,448,0.0020946264266967773,0.0020946264266967773
458,Sc3 Al3 Co1 Rh2,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/557/min_e_strc.cif,No valid decomposition found for PDEntry : Sc3 Al3 Co1 Rh2 with energy = -59.3150! (e_h: -0.04779234119489928),557,0.0,-0.04779234119489928
459,Yb3 Ge21 Te12,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/441/min_e_strc.cif,Unable to get decomposition for PDEntry : Yb3 Ge21 Te12 with energy = -149.5849,441,0.0,0.0
460,Zr1 Al3 Pd1,temp_files/nikita_Tformer_gene2/wyckoff_genes_nikita/552/min_e_strc.cif,no_error,552,0.7103166262308811,0.7103166262308811
